         0     1.79742    -5.15130    -3.35389    -2.19535
        10     1.45152    -4.80284    -3.35132    -0.90491
        20     1.25071    -4.25244    -3.00173     1.22612
        30     2.03448    -4.48792    -2.45343     0.95093
        40     1.92286    -4.61064    -2.68777     0.56495
        50     1.88353    -4.69433    -2.81080     0.41772
        60     1.82817    -4.72277    -2.89460     0.44322
        70     1.72760    -4.65005    -2.92245     0.69646
        80     1.84472    -4.69495    -2.85024     0.60082
        90     1.78442    -4.67930    -2.89488     0.63347
       100     1.81704    -4.69639    -2.87935     0.59364
       110     1.80538    -4.70177    -2.89639     0.59876
       120     1.74671    -4.64843    -2.90172     0.82224
       130     1.81176    -4.66021    -2.84846     0.85888
       140     1.81872    -4.67898    -2.86026     0.78676
       150     1.77131    -4.65003    -2.87873     0.81817
       160     1.79986    -4.64999    -2.85013     0.84359
       170     1.82500    -4.67520    -2.85019     0.83680
       180     1.74456    -4.61963    -2.87506     0.99548
       190     1.82867    -4.64831    -2.81964     0.87348
       200     1.84120    -4.68951    -2.84832     0.68365
       210     1.81315    -4.70282    -2.88967     0.60836
       220     1.80640    -4.70914    -2.90275     0.59689
       230     1.76035    -4.66935    -2.90900     0.78004
       240     1.78726    -4.65657    -2.86931     0.89661
       250     1.82200    -4.67869    -2.85669     0.85640
       260     1.84434    -4.72334    -2.87900     0.71943
       270     1.78234    -4.70533    -2.92300     0.73696
       280     1.86216    -4.76781    -2.90565     0.57398
       290     1.75671    -4.72437    -2.96766     0.70650
       300     1.79140    -4.71567    -2.92428     0.71655
       310     1.75515    -4.67058    -2.91544     0.75350
       320     1.88202    -4.75304    -2.87101     0.50030
       330     1.70909    -4.66163    -2.95254     0.74822
       340     1.90920    -4.77137    -2.86217     0.46868
       350     1.70780    -4.67891    -2.97111     0.69171
       360     1.80336    -4.68239    -2.87903     0.72050
       370     1.79302    -4.67537    -2.88236     0.77646
       380     1.85401    -4.72954    -2.87553     0.67745
       390     1.79486    -4.72428    -2.92942     0.72043
       400     1.74290    -4.66704    -2.92414     0.94743
       410     1.83309    -4.70021    -2.86712     0.86733
       420     1.80622    -4.70621    -2.89999     0.72436
       430     1.88118    -4.78773    -2.90655     0.34425
       440     1.69504    -4.68222    -2.98718     0.52870
       450     1.83760    -4.72036    -2.88276     0.46930
       460     1.73324    -4.65350    -2.92026     0.67192
       470     1.80439    -4.65787    -2.85348     0.69580
       480     1.83006    -4.68791    -2.85785     0.59091
       490     1.82824    -4.71611    -2.88787     0.54773
       500     1.76395    -4.68018    -2.91623     0.71256
       510     1.75953    -4.67574    -2.91622     0.71367
       520     1.78591    -4.70201    -2.91609     0.57065
       530     1.82921    -4.74547    -2.91626     0.39672
       540     1.77679    -4.69272    -2.91593     0.60140
       550     1.77417    -4.69032    -2.91615     0.67975
       560     1.77313    -4.68929    -2.91615     0.67608
       570     1.81486    -4.73111    -2.91625     0.51996
       580     1.76572    -4.68176    -2.91604     0.68447
       590     1.77011    -4.68618    -2.91608     0.70333
       600     1.78924    -4.70535    -2.91611     0.63314
       610     1.77623    -4.69222    -2.91599     0.64762
       620     1.80922    -4.72528    -2.91606     0.50920
       630     1.82292    -4.73898    -2.91606     0.43175
       640     1.83830    -4.75434    -2.91604     0.36108
       650     1.79715    -4.71331    -2.91616     0.51737
       660     1.79370    -4.70991    -2.91621     0.56604
       670     1.76146    -4.67760    -2.91614     0.65236
       680     1.72784    -4.64406    -2.91622     0.77185
       690     1.68202    -4.59842    -2.91639     0.94516
       700     1.72823    -4.64472    -2.91649     0.81808
       710     1.69484    -4.61093    -2.91609     0.89217
       720     1.77080    -4.68713    -2.91633     0.60338
       730     1.78975    -4.70571    -2.91596     0.49571
       740     1.85107    -4.76720    -2.91613     0.32951
       750     1.84549    -4.76172    -2.91622     0.44273
       760     1.76314    -4.67924    -2.91610     0.81209
       770     1.72752    -4.64365    -2.91613     0.98934
       780     1.79445    -4.71079    -2.91635     0.78592
       790     1.77281    -4.68907    -2.91626     0.83638
       800     1.68557    -4.60159    -2.91602     1.07325
       810     1.78315    -4.69923    -2.91608     0.71525
       820     1.85074    -4.76689    -2.91615     0.49551
       830     1.85642    -4.77277    -2.91635     0.52753
       840     1.81207    -4.72809    -2.91602     0.58413
       850     1.81790    -4.73414    -2.91625     0.40779
       860     1.81609    -4.73238    -2.91629     0.32322
       870     1.79030    -4.70633    -2.91602     0.35802
       880     1.89612    -4.81245    -2.91633     0.02275
       890     1.85578    -4.77192    -2.91614     0.18654
       900     1.77927    -4.69540    -2.91613     0.52913
       910     1.79367    -4.70990    -2.91623     0.50746
       920     1.78954    -4.70565    -2.91611     0.48718
       930     1.79566    -4.71182    -2.91616     0.48548
       940     1.79190    -4.70822    -2.91632     0.53140
       950     1.73372    -4.64972    -2.91600     0.71342
       960     1.84112    -4.75746    -2.91634     0.41760
       970     1.76909    -4.68506    -2.91597     0.67719
       980     1.78612    -4.70233    -2.91621     0.67587
       990     1.79907    -4.71557    -2.91650     0.69043
      1000     1.71989    -4.63627    -2.91638     0.97552
      1010     1.64835    -4.56449    -2.91614     1.26052
      1020     1.66672    -4.58305    -2.91632     1.26237
      1030     1.67625    -4.59245    -2.91620     1.19463
      1040     1.86025    -4.77683    -2.91658     0.57499
      1050     1.72466    -4.64066    -2.91600     0.95846
      1060     1.70939    -4.62555    -2.91616     0.94615
      1070     1.82676    -4.74293    -2.91617     0.47565
      1080     1.87291    -4.78929    -2.91638     0.29323
      1090     1.70098    -4.61681    -2.91583     0.81585
      1100     1.78225    -4.69848    -2.91623     0.54658
