      1180    14.63817     0.21735    14.85552    34.79505
      1190    14.76247     0.09239    14.85487    34.27902
      1200    14.63377     0.22213    14.85590    34.79232
      1210    15.43762    -0.58190    14.85572    32.07545
      1220    14.63417     0.23955    14.87372    34.68893
      1230    14.63418     0.22784    14.86202    34.85395
      1240    15.02653    -0.17509    14.85144    33.40450
      1250    14.95938    -0.09638    14.86300    33.74736
      1260    15.10504    -0.23356    14.87148    33.23769
      1270    15.18395    -0.31821    14.86574    33.04725
      1280    14.44271     0.41661    14.85932    35.50014
      1290    14.46997     0.38748    14.85745    35.19813
      1300    14.95626    -0.10033    14.85593    33.62758
      1310    14.69176     0.15094    14.84269    34.36806
      1320    15.07401    -0.21542    14.85859    33.08409
      1330    14.65882     0.19713    14.85595    34.27528
      1340    14.82896     0.04400    14.87296    33.83006
      1350    15.07958    -0.20986    14.86973    32.97885
      1360    15.17004    -0.30622    14.86381    32.83110
      1370    15.00959    -0.15284    14.85675    33.24875
      1380    14.35077     0.51527    14.86604    35.51983
      1390    15.51145    -0.65443    14.85702    31.99551
      1400    14.58651     0.29846    14.88497    35.10080
      1410    15.50875    -0.64899    14.85977    31.92005
      1420    15.44821    -0.58671    14.86150    32.00371
      1430    14.06482     0.81111    14.87593    36.76520
      1440    14.55733     0.31197    14.86930    35.04097
      1450    14.74154     0.11824    14.85977    34.39727
      1460    14.72385     0.14055    14.86440    34.56279
      1470    14.90270    -0.04090    14.86180    33.61171
      1480    14.79491     0.07178    14.86669    33.99523
      1490    15.41268    -0.54997    14.86271    31.74232
      1500    14.66228     0.20817    14.87045    34.50002
